s,zeta(s)
(0.5+47062.3203125j),0j
(0.5+47062.765625j),0j
(0.5+47064.08203125j),0j
(0.5+47064.5j),0j
(0.5+47065.53125j),0j
(0.5+47066.078125j),0j
(0.5+47066.80078125j),0j
(0.5+47067.2265625j),0j
(0.5+47067.9296875j),0j
(0.5+47068.80859375j),0j
(0.5+47069.28515625j),0j
(0.5+47070.1328125j),0j
(0.5+47070.9140625j),0j
(0.5+47071.4765625j),0j
(0.5+47072.140625j),0j
(0.5+47072.75j),0j
(0.5+47073.4453125j),0j
(0.5+47074.6484375j),0j
(0.5+47075.515625j),0j
(0.5+47076.00390625j),0j
(0.5+47076.40234375j),0j
(0.5+47077.2421875j),0j
(0.5+47077.83203125j),0j
(0.5+47078.6328125j),0j
(0.5+47079.06640625j),0j
(0.5+47079.8984375j),0j
(0.5+47080.30078125j),0j
(0.5+47081.32421875j),0j
(0.5+47082.625j),0j
(0.5+47082.85546875j),0j
(0.5+47083.5234375j),0j
(0.5+47084.42578125j),0j
(0.5+47084.828125j),0j
(0.5+47085.6328125j),0j
(0.5+47086.33984375j),0j
(0.5+47087.2421875j),0j
(0.5+47087.953125j),0j
(0.5+47088.41015625j),0j
(0.5+47088.66015625j),0j
(0.5+47089.953125j),0j
(0.5+47090.125j),0j
(0.5+47091.26171875j),0j
(0.5+47092.171875j),0j
(0.5+47092.89453125j),0j
(0.5+47093.5078125j),0j
(0.5+47094.41796875j),0j
(0.5+47094.92578125j),0j
(0.5+47095.56640625j),0j
(0.5+47095.9765625j),0j
(0.5+47096.37890625j),0j
(0.5+47097.7265625j),0j
(0.5+47098.4375j),0j
(0.5+47098.84375j),0j
(0.5+47099.546875j),0j
(0.5+47100.59375j),0j
(0.5+47101.0625j),0j
(0.5+47102.0625j),0j
(0.5+47102.63671875j),0j
(0.5+47103.16796875j),0j
(0.5+47104.14453125j),0j
(0.5+47104.93359375j),0j
(0.5+47105.140625j),0j
(0.5+47106.15234375j),0j
(0.5+47106.6875j),0j
(0.5+47107.1640625j),0j
(0.5+47107.953125j),0j
(0.5+47108.46484375j),0j
(0.5+47109.86328125j),0j
(0.5+47110.73828125j),0j
(0.5+47111.265625j),0j
(0.5+47111.7890625j),0j
(0.5+47112.1640625j),0j
(0.5+47113.09375j),0j
(0.5+47113.9140625j),0j
(0.5+47114.4765625j),0j
(0.5+47115.0390625j),0j
(0.5+47116.015625j),0j
(0.5+47116.3125j),0j
(0.5+47117.48046875j),0j
(0.5+47117.90625j),0j
(0.5+47118.56640625j),0j
(0.5+47119.76953125j),0j
(0.5+47119.86328125j),0j
(0.5+47121.26171875j),0j
(0.5+47121.80859375j),0j
(0.5+47122.4453125j),0j
(0.5+47122.80078125j),0j
(0.5+47123.60546875j),0j
(0.5+47124.46484375j),0j
(0.5+47124.64453125j),0j
(0.5+47125.37109375j),0j
(0.5+47126.8046875j),0j
(0.5+47126.96484375j),0j
(0.5+47127.99609375j),0j
(0.5+47128.78515625j),0j
(0.5+47129.5859375j),0j
(0.5+47130.16796875j),0j
(0.5+47130.59765625j),0j
(0.5+47131.2265625j),0j
(0.5+47132.0859375j),0j
(0.5+47132.94921875j),0j
(0.5+47133.64453125j),0j
(0.5+47134.26953125j),0j
(0.5+47134.86328125j),0j
(0.5+47135.0234375j),0j
(0.5+47136.171875j),0j
(0.5+47137.32421875j),0j
(0.5+47137.859375j),0j
(0.5+47138.6953125j),0j
(0.5+47139.30859375j),0j
(0.5+47140.1328125j),0j
(0.5+47140.48046875j),0j
(0.5+47141.20703125j),0j
(0.5+47141.9609375j),0j
(0.5+47142.390625j),0j
(0.5+47143.18359375j),0j
(0.5+47143.9765625j),0j
(0.5+47144.77734375j),0j
(0.5+47145.609375j),0j
(0.5+47146.46484375j),0j
(0.5+47146.9375j),0j
(0.5+47147.47265625j),0j
(0.5+47148.296875j),0j
(0.5+47149.2578125j),0j
(0.5+47149.95703125j),0j
(0.5+47150.41796875j),0j
(0.5+47151.15625j),0j
(0.5+47151.48828125j),0j
(0.5+47152.58203125j),0j
(0.5+47153.0390625j),0j
(0.5+47153.859375j),0j
(0.5+47154.15625j),0j
(0.5+47155.8046875j),0j
(0.5+47156.49609375j),0j
(0.5+47156.78515625j),0j
(0.5+47157.66796875j),0j
(0.5+47158.16015625j),0j
(0.5+47158.859375j),0j
(0.5+47159.2265625j),0j
(0.5+47160.3046875j),0j
(0.5+47160.94921875j),0j
(0.5+47161.7109375j),0j
(0.5+47162.34375j),0j
(0.5+47162.859375j),0j
(0.5+47163.78125j),0j
(0.5+47164.640625j),0j
(0.5+47165.21484375j),0j
(0.5+47166.21875j),0j
(0.5+47166.77734375j),0j
(0.5+47167.0703125j),0j
(0.5+47168.59375j),0j
(0.5+47168.703125j),0j
(0.5+47169.3671875j),0j
(0.5+47169.8046875j),0j
(0.5+47170.515625j),0j
(0.5+47171.2421875j),0j
(0.5+47172.23828125j),0j
(0.5+47173.39453125j),0j
(0.5+47173.75390625j),0j
(0.5+47174.38671875j),0j
(0.5+47175.21484375j),0j
(0.5+47175.93359375j),0j
(0.5+47176.45703125j),0j
(0.5+47176.98046875j),0j
(0.5+47177.9375j),0j
(0.5+47178.5234375j),0j
(0.5+47179.44921875j),0j
(0.5+47179.7890625j),0j
(0.5+47180.5546875j),0j
(0.5+47181.2578125j),0j
(0.5+47182.125j),0j
(0.5+47182.6328125j),0j
(0.5+47183.80078125j),0j
(0.5+47184.72265625j),0j
(0.5+47185.03125j),0j
(0.5+47185.69140625j),0j
(0.5+47186.3515625j),0j
(0.5+47186.6875j),0j
(0.5+47187.71484375j),0j
(0.5+47188.3828125j),0j
(0.5+47188.91796875j),0j
(0.5+47189.66015625j),0j
(0.5+47190.5546875j),0j
(0.5+47191.4140625j),0j
(0.5+47192.46875j),0j
(0.5+47192.79296875j),0j
(0.5+47193.0546875j),0j
(0.5+47194.03515625j),0j
(0.5+47194.85546875j),0j
(0.5+47195.77734375j),0j
(0.5+47196.2109375j),0j
(0.5+47196.71875j),0j
(0.5+47197.69140625j),0j
(0.5+47198.21484375j),0j
(0.5+47198.3984375j),0j
(0.5+47199.58203125j),0j
(0.5+47200.640625j),0j
(0.5+47201.3828125j),0j
(0.5+47201.94921875j),0j
(0.5+47202.78515625j),0j
(0.5+47203.28515625j),0j
(0.5+47203.9453125j),0j
(0.5+47204.7265625j),0j
(0.5+47205.22265625j),0j
(0.5+47205.58984375j),0j
(0.5+47206.6171875j),0j
(0.5+47207.7734375j),0j
(0.5+47208.06640625j),0j
(0.5+47208.7734375j),0j
(0.5+47209.41796875j),0j
(0.5+47210.4375j),0j
(0.5+47211.234375j),0j
(0.5+47211.55859375j),0j
(0.5+47212.68359375j),0j
(0.5+47213.1328125j),0j
(0.5+47213.79296875j),0j
(0.5+47214.51171875j),0j
(0.5+47215.14453125j),0j
(0.5+47215.80078125j),0j
(0.5+47216.2578125j),0j
(0.5+47216.9453125j),0j
(0.5+47218.109375j),0j
(0.5+47218.90234375j),0j
(0.5+47219.859375j),0j
(0.5+47220.4296875j),0j
(0.5+47220.7421875j),0j
(0.5+47221.46875j),0j
(0.5+47222.1484375j),0j
(0.5+47222.73046875j),0j
(0.5+47223.92578125j),0j
(0.5+47224.44921875j),0j
(0.5+47224.796875j),0j
(0.5+47225.44921875j),0j
(0.5+47226.46875j),0j
(0.5+47227.21484375j),0j
(0.5+47227.84375j),0j
(0.5+47228.62890625j),0j
(0.5+47229.31640625j),0j
(0.5+47230.34765625j),0j
(0.5+47230.90234375j),0j
(0.5+47231.56640625j),0j
(0.5+47231.9140625j),0j
(0.5+47232.765625j),0j
(0.5+47233.14453125j),0j
(0.5+47233.953125j),0j
(0.5+47235.00390625j),0j
(0.5+47235.28515625j),0j
(0.5+47236.80859375j),0j
(0.5+47237j),0j
(0.5+47237.9296875j),0j
(0.5+47238.30078125j),0j
(0.5+47239.47265625j),0j
(0.5+47239.8125j),0j
(0.5+47240.34375j),0j
(0.5+47241.19921875j),0j
(0.5+47242.1640625j),0j
(0.5+47242.59765625j),0j
(0.5+47243.33984375j),0j
(0.5+47243.84375j),0j
(0.5+47244.53515625j),0j
(0.5+47245.0625j),0j
(0.5+47246.7578125j),0j
(0.5+47247.0625j),0j
(0.5+47247.84375j),0j
(0.5+47248.2890625j),0j
(0.5+47248.93359375j),0j
(0.5+47249.921875j),0j
(0.5+47250.3125j),0j
(0.5+47250.80859375j),0j
(0.5+47251.59375j),0j
(0.5+47252.4921875j),0j
(0.5+47253.08203125j),0j
(0.5+47253.90234375j),0j
(0.5+47254.84375j),0j
(0.5+47255.421875j),0j
(0.5+47256.1328125j),0j
(0.5+47256.67578125j),0j
(0.5+47257.3359375j),0j
(0.5+47258.54296875j),0j
(0.5+47258.8671875j),0j
(0.5+47259.73828125j),0j
(0.5+47260.1953125j),0j
(0.5+47260.57421875j),0j
(0.5+47261.4375j),0j
(0.5+47262.2578125j),0j
(0.5+47262.89453125j),0j
(0.5+47263.8671875j),0j
(0.5+47264.640625j),0j
(0.5+47265.48046875j),0j
(0.5+47266.32421875j),0j
(0.5+47266.609375j),0j
(0.5+47267.1953125j),0j
(0.5+47267.65234375j),0j
(0.5+47268.78515625j),0j
(0.5+47269.22265625j),0j
(0.5+47270.17578125j),0j
(0.5+47270.8515625j),0j
(0.5+47271.4296875j),0j
(0.5+47271.8984375j),0j
(0.5+47273.09765625j),0j
(0.5+47273.640625j),0j
(0.5+47274.453125j),0j
(0.5+47275.15625j),0j
(0.5+47276.171875j),0j
(0.5+47276.3671875j),0j
(0.5+47277.03125j),0j
(0.5+47278.0390625j),0j
(0.5+47278.421875j),0j
(0.5+47279.30859375j),0j
(0.5+47279.37890625j),0j
(0.5+47280.2421875j),0j
(0.5+47281.80859375j),0j
(0.5+47282.38671875j),0j
(0.5+47282.77734375j),0j
(0.5+47283.671875j),0j
(0.5+47284.23828125j),0j
(0.5+47284.70703125j),0j
(0.5+47285.7421875j),0j
(0.5+47286.359375j),0j
(0.5+47286.92578125j),0j
(0.5+47287.55078125j),0j
(0.5+47288.55078125j),0j
(0.5+47289.0234375j),0j
(0.5+47289.5234375j),0j
(0.5+47290.390625j),0j
(0.5+47291.25390625j),0j
(0.5+47291.9921875j),0j
(0.5+47293.08203125j),0j
(0.5+47293.38671875j),0j
(0.5+47294.32421875j),0j
(0.5+47294.91015625j),0j
(0.5+47295.31640625j),0j
(0.5+47295.765625j),0j
(0.5+47296.74609375j),0j
(0.5+47297.3828125j),0j
(0.5+47298.35546875j),0j
(0.5+47298.859375j),0j
(0.5+47299.53515625j),0j
(0.5+47300.69921875j),0j
(0.5+47301.23828125j),0j
(0.5+47301.93359375j),0j
(0.5+47302.58203125j),0j
(0.5+47302.84765625j),0j
(0.5+47304.05859375j),0j
(0.5+47304.7734375j),0j
(0.5+47305.51171875j),0j
(0.5+47305.9453125j),0j
(0.5+47306.33203125j),0j
(0.5+47307.171875j),0j
(0.5+47307.94140625j),0j
(0.5+47308.6484375j),0j
(0.5+47309.8828125j),0j
(0.5+47310.61328125j),0j
(0.5+47311.12109375j),0j
(0.5+47311.5625j),0j
(0.5+47312.4296875j),0j
(0.5+47313.23828125j),0j
(0.5+47313.484375j),0j
(0.5+47314.2890625j),0j
(0.5+47315.05078125j),0j
(0.5+47315.78125j),0j
(0.5+47316.4375j),0j
(0.5+47317.4140625j),0j
(0.5+47318.0859375j),0j
(0.5+47318.67578125j),0j
(0.5+47319.1015625j),0j
(0.5+47320.41015625j),0j
(0.5+47321.03125j),0j
(0.5+47321.62109375j),0j
(0.5+47322.1953125j),0j
(0.5+47322.96875j),0j
(0.5+47323.40234375j),0j
(0.5+47324.3125j),0j
(0.5+47324.8671875j),0j
(0.5+47325.26953125j),0j
(0.5+47326.30078125j),0j
(0.5+47327.19921875j),0j
(0.5+47328.41796875j),0j
(0.5+47328.6796875j),0j
(0.5+47329.1796875j),0j
(0.5+47330.2265625j),0j
(0.5+47330.4375j),0j
(0.5+47331.21484375j),0j
(0.5+47331.84375j),0j
(0.5+47333.09375j),0j
(0.5+47333.4921875j),0j
(0.5+47333.89453125j),0j
(0.5+47334.88671875j),0j
(0.5+47335.078125j),0j
(0.5+47336.4609375j),0j
(0.5+47337.15625j),0j
(0.5+47337.78125j),0j
(0.5+47338.3515625j),0j
(0.5+47339.4453125j),0j
(0.5+47339.953125j),0j
(0.5+47340.62890625j),0j
(0.5+47341.0078125j),0j
(0.5+47341.90234375j),0j
(0.5+47342.12109375j),0j
(0.5+47343.01171875j),0j
(0.5+47344.19921875j),0j
(0.5+47344.6953125j),0j
(0.5+47345.52734375j),0j
(0.5+47346.3828125j),0j
(0.5+47346.921875j),0j
(0.5+47347.5703125j),0j
(0.5+47348.20703125j),0j
(0.5+47348.8984375j),0j
(0.5+47349.94140625j),0j
(0.5+47350.26953125j),0j
(0.5+47350.8828125j),0j
(0.5+47351.71484375j),0j
(0.5+47352.5390625j),0j
(0.5+47353.09375j),0j
(0.5+47353.2578125j),0j
(0.5+47354.6640625j),0j
(0.5+47355.4921875j),0j
(0.5+47356.45703125j),0j
(0.5+47357.0078125j),0j
(0.5+47357.390625j),0j
(0.5+47357.87109375j),0j
(0.5+47358.6796875j),0j
(0.5+47359.5390625j),0j
(0.5+47360.16015625j),0j
(0.5+47360.62109375j),0j
(0.5+47361.48828125j),0j
(0.5+47362.3046875j),0j
(0.5+47363.08984375j),0j
(0.5+47363.8359375j),0j
(0.5+47364.609375j),0j
(0.5+47365.1171875j),0j
(0.5+47365.765625j),0j
(0.5+47366.65234375j),0j
(0.5+47367.41796875j),0j
(0.5+47368.09765625j),0j
(0.5+47368.71484375j),0j
(0.5+47369.1875j),0j
(0.5+47369.91796875j),0j
(0.5+47370.31640625j),0j
(0.5+47371.2265625j),0j
(0.5+47372.28125j),0j
(0.5+47373.33984375j),0j
(0.5+47373.546875j),0j
(0.5+47374.34765625j),0j
(0.5+47375.40625j),0j
(0.5+47375.68359375j),0j
(0.5+47376.30078125j),0j
(0.5+47377.0234375j),0j
(0.5+47377.3515625j),0j
(0.5+47378.765625j),0j
(0.5+47379.2578125j),0j
(0.5+47379.74609375j),0j
(0.5+47380.48828125j),0j
(0.5+47381.13671875j),0j
(0.5+47382.22265625j),0j
(0.5+47382.62109375j),0j
(0.5+47383.73046875j),0j
(0.5+47384.39453125j),0j
(0.5+47384.84765625j),0j
(0.5+47385.5859375j),0j
(0.5+47386.36328125j),0j
(0.5+47386.96484375j),0j
(0.5+47387.16796875j),0j
(0.5+47388.42578125j),0j
(0.5+47388.76953125j),0j
(0.5+47389.3828125j),0j
(0.5+47390.78125j),0j
(0.5+47391.62890625j),0j
(0.5+47392.0703125j),0j
(0.5+47392.51953125j),0j
(0.5+47393.19140625j),0j
(0.5+47393.84375j),0j
(0.5+47394.87890625j),0j
(0.5+47395.4140625j),0j
(0.5+47396.15234375j),0j
(0.5+47396.72265625j),0j
(0.5+47397.33984375j),0j
(0.5+47397.91015625j),0j
(0.5+47399.12109375j),0j
(0.5+47399.34765625j),0j
(0.5+47400.20703125j),0j
(0.5+47401.5625j),0j
(0.5+47401.796875j),0j
(0.5+47402.66796875j),0j
(0.5+47403.1953125j),0j
(0.5+47403.90234375j),0j
(0.5+47404.44140625j),0j
(0.5+47405.0078125j),0j
(0.5+47405.58203125j),0j
(0.5+47406.671875j),0j
(0.5+47407.28515625j),0j
(0.5+47408.25j),0j
(0.5+47408.67578125j),0j
(0.5+47409.46875j),0j
(0.5+47410.609375j),0j
(0.5+47410.78125j),0j
(0.5+47411.57421875j),0j
(0.5+47412.37890625j),0j
(0.5+47412.87109375j),0j
(0.5+47413.84375j),0j
(0.5+47414.49609375j),0j
(0.5+47415.14453125j),0j
(0.5+47415.49609375j),0j
(0.5+47416.0703125j),0j
(0.5+47416.89453125j),0j
(0.5+47418.2890625j),0j
(0.5+47418.8984375j),0j
(0.5+47419.43359375j),0j
(0.5+47420.2578125j),0j
(0.5+47420.83984375j),0j
(0.5+47421.35546875j),0j
(0.5+47421.97265625j),0j
(0.5+47422.83203125j),0j
(0.5+47423.42578125j),0j
(0.5+47424.12890625j),0j
(0.5+47424.85546875j),0j
(0.5+47425.59765625j),0j
(0.5+47426.34375j),0j
(0.5+47427.16796875j),0j
(0.5+47427.91015625j),0j
(0.5+47428.36328125j),0j
(0.5+47429.08984375j),0j
(0.5+47430.29296875j),0j
(0.5+47431.03515625j),0j
(0.5+47431.26171875j),0j
(0.5+47431.55859375j),0j
(0.5+47432.6015625j),0j
(0.5+47433.30078125j),0j
(0.5+47433.87890625j),0j
(0.5+47434.51953125j),0j
(0.5+47435.4921875j),0j
(0.5+47436.4375j),0j
(0.5+47437.17578125j),0j
(0.5+47437.96484375j),0j
(0.5+47438.328125j),0j
(0.5+47438.9609375j),0j
(0.5+47439.6484375j),0j
(0.5+47440.21484375j),0j
(0.5+47441.37109375j),0j
(0.5+47441.671875j),0j
(0.5+47442.70703125j),0j
(0.5+47443.00390625j),0j
(0.5+47443.9453125j),0j
(0.5+47444.21875j),0j
(0.5+47445.39453125j),0j
(0.5+47446.421875j),0j
(0.5+47446.9609375j),0j
(0.5+47447.51171875j),0j
(0.5+47448.3515625j),0j
(0.5+47448.82421875j),0j
(0.5+47449.734375j),0j
(0.5+47450.30859375j),0j
(0.5+47450.7734375j),0j
(0.5+47451.1328125j),0j
(0.5+47452.24609375j),0j
(0.5+47453.23046875j),0j
(0.5+47453.8828125j),0j
(0.5+47454.91796875j),0j
(0.5+47455.13671875j),0j
(0.5+47455.78515625j),0j
(0.5+47456.83984375j),0j
(0.5+47457.39453125j),0j
(0.5+47457.828125j),0j
(0.5+47458.93359375j),0j
(0.5+47459.515625j),0j
(0.5+47459.984375j),0j
(0.5+47460.66796875j),0j
(0.5+47461.3671875j),0j
(0.5+47462.05078125j),0j
(0.5+47462.88671875j),0j
(0.5+47463.58203125j),0j
(0.5+47464.75390625j),0j
(0.5+47465.515625j),0j
(0.5+47465.7890625j),0j
(0.5+47466.56640625j),0j
(0.5+47467.125j),0j
(0.5+47467.5859375j),0j
(0.5+47468.34375j),0j
(0.5+47469.29296875j),0j
(0.5+47470.09765625j),0j
(0.5+47470.65234375j),0j
(0.5+47470.890625j),0j
(0.5+47472.625j),0j
(0.5+47472.70703125j),0j
(0.5+47473.69921875j),0j
(0.5+47473.984375j),0j
(0.5+47475.10546875j),0j
(0.5+47475.60546875j),0j
(0.5+47476.625j),0j
(0.5+47476.99609375j),0j
(0.5+47477.71875j),0j
(0.5+47478.33203125j),0j
(0.5+47478.76953125j),0j
(0.5+47479.5703125j),0j
(0.5+47480.23046875j),0j
(0.5+47481.65234375j),0j
(0.5+47482.15234375j),0j
(0.5+47482.953125j),0j
(0.5+47483.30859375j),0j
(0.5+47484.03125j),0j
(0.5+47484.91796875j),0j
(0.5+47485.51953125j),0j
(0.5+47485.84375j),0j
(0.5+47486.9609375j),0j
(0.5+47487.20703125j),0j
(0.5+47488.625j),0j
(0.5+47488.89453125j),0j
(0.5+47489.3984375j),0j
(0.5+47490.30078125j),0j
(0.5+47491.08984375j),0j
(0.5+47491.94921875j),0j
(0.5+47492.8671875j),0j
(0.5+47493.30859375j),0j
(0.5+47494j),0j
(0.5+47494.67578125j),0j
(0.5+47495.19140625j),0j
(0.5+47495.828125j),0j
(0.5+47496.78125j),0j
(0.5+47496.97265625j),0j
(0.5+47497.87890625j),0j
(0.5+47498.98828125j),0j
(0.5+47499.66796875j),0j
(0.5+47500.38671875j),0j
(0.5+47501.35546875j),0j
(0.5+47501.7421875j),0j
(0.5+47502.22265625j),0j
(0.5+47502.62890625j),0j
(0.5+47504.09375j),0j
(0.5+47504.51953125j),0j
(0.5+47505.1640625j),0j
(0.5+47505.9375j),0j
(0.5+47506.12109375j),0j
(0.5+47507.0859375j),0j
(0.5+47507.8046875j),0j
(0.5+47508.9453125j),0j
(0.5+47509.34765625j),0j
(0.5+47510.296875j),0j
(0.5+47511.0078125j),0j
(0.5+47511.7578125j),0j
(0.5+47512.3359375j),0j
(0.5+47512.80078125j),0j
(0.5+47513.26953125j),0j
(0.5+47514.203125j),0j
(0.5+47514.84375j),0j
(0.5+47515.4921875j),0j
(0.5+47516.58984375j),0j
(0.5+47517.17578125j),0j
(0.5+47517.8671875j),0j
(0.5+47518.6015625j),0j
(0.5+47519.34765625j),0j
(0.5+47519.84375j),0j
(0.5+47520.9765625j),0j
(0.5+47521.33203125j),0j
(0.5+47522.0234375j),0j
(0.5+47522.66796875j),0j
(0.5+47523.58203125j),0j
(0.5+47524.0078125j),0j
(0.5+47524.7109375j),0j
(0.5+47525.21484375j),0j
(0.5+47525.890625j),0j
(0.5+47527.53515625j),0j
(0.5+47527.98828125j),0j
(0.5+47528.58984375j),0j
(0.5+47529.10546875j),0j
(0.5+47529.6484375j),0j
(0.5+47530.69921875j),0j
(0.5+47530.94921875j),0j
(0.5+47531.765625j),0j
(0.5+47532.5j),0j
(0.5+47533.44140625j),0j
(0.5+47533.80078125j),0j
(0.5+47534.5j),0j
(0.5+47535.5703125j),0j
(0.5+47536.1640625j),0j
(0.5+47536.9140625j),0j
(0.5+47537.45703125j),0j
(0.5+47538.38671875j),0j
(0.5+47539.15234375j),0j
(0.5+47539.72265625j),0j
(0.5+47540.625j),0j
(0.5+47540.90625j),0j
(0.5+47541.4375j),0j
(0.5+47541.953125j),0j
(0.5+47543.10546875j),0j
(0.5+47543.89453125j),0j
(0.5+47544.49609375j),0j
(0.5+47545.54296875j),0j
(0.5+47546.13671875j),0j
(0.5+47546.9375j),0j
(0.5+47547.37890625j),0j
(0.5+47548.0234375j),0j
(0.5+47548.78515625j),0j
(0.5+47549.14453125j),0j
(0.5+47550.40625j),0j
(0.5+47551.015625j),0j
(0.5+47551.4453125j),0j
(0.5+47552.01171875j),0j
(0.5+47553.06640625j),0j
(0.5+47553.3359375j),0j
(0.5+47554.57421875j),0j
(0.5+47555.23828125j),0j
(0.5+47556.30859375j),0j
(0.5+47556.61328125j),0j
(0.5+47557.296875j),0j
(0.5+47557.73046875j),0j
(0.5+47558.6484375j),0j
(0.5+47559.38671875j),0j
(0.5+47559.8046875j),0j
(0.5+47560.359375j),0j
(0.5+47561.2734375j),0j
(0.5+47562.16015625j),0j
(0.5+47563.33984375j),0j
(0.5+47563.6953125j),0j
(0.5+47564.140625j),0j
(0.5+47564.96484375j),0j
(0.5+47565.625j),0j
(0.5+47566.4140625j),0j
(0.5+47567.3671875j),0j
(0.5+47567.78125j),0j
(0.5+47568.30078125j),0j
(0.5+47569.09375j),0j
(0.5+47569.78515625j),0j
(0.5+47570.54296875j),0j
(0.5+47570.76171875j),0j
(0.5+47572.14453125j),0j
(0.5+47573.16796875j),0j
(0.5+47573.265625j),0j
(0.5+47574.44921875j),0j
(0.5+47575.15625j),0j
(0.5+47575.4296875j),0j
(0.5+47576j),0j
(0.5+47576.9296875j),0j
(0.5+47577.1328125j),0j
(0.5+47578.44140625j),0j
(0.5+47579.0546875j),0j
(0.5+47579.671875j),0j
(0.5+47580.34375j),0j
(0.5+47580.98828125j),0j
(0.5+47582.12890625j),0j
(0.5+47582.82421875j),0j
(0.5+47583.16015625j),0j
(0.5+47583.85546875j),0j
(0.5+47584.8359375j),0j
(0.5+47585.69140625j),0j
(0.5+47585.96484375j),0j
(0.5+47586.6171875j),0j
(0.5+47587.375j),0j
(0.5+47587.9296875j),0j
(0.5+47588.37109375j),0j
(0.5+47589.62109375j),0j
(0.5+47590.671875j),0j
(0.5+47591.20703125j),0j
(0.5+47591.921875j),0j
(0.5+47592.37109375j),0j
(0.5+47593.2265625j),0j
(0.5+47593.546875j),0j
(0.5+47594.515625j),0j
(0.5+47595.29296875j),0j
(0.5+47595.80078125j),0j
(0.5+47596.43359375j),0j
(0.5+47597.28515625j),0j
(0.5+47597.90625j),0j
(0.5+47598.8515625j),0j
(0.5+47599.3515625j),0j
(0.5+47599.9140625j),0j
(0.5+47601.078125j),0j
(0.5+47602.1484375j),0j
(0.5+47602.20703125j),0j
(0.5+47602.9609375j),0j
(0.5+47603.63671875j),0j
(0.5+47604.1796875j),0j
(0.5+47604.89453125j),0j
(0.5+47605.5625j),0j
(0.5+47606.26953125j),0j
(0.5+47607.02734375j),0j
(0.5+47607.9296875j),0j
(0.5+47608.96875j),0j
(0.5+47609.328125j),0j
(0.5+47610.19921875j),0j
(0.5+47610.6015625j),0j
(0.5+47611.39453125j),0j
(0.5+47612.03125j),0j
(0.5+47612.6640625j),0j
(0.5+47613.6640625j),0j
(0.5+47614.49609375j),0j
(0.5+47614.67578125j),0j
(0.5+47615.3984375j),0j
(0.5+47615.73046875j),0j
(0.5+47617.23046875j),0j
(0.5+47617.63671875j),0j
(0.5+47618.921875j),0j
(0.5+47619.31640625j),0j
(0.5+47619.6796875j),0j
(0.5+47620.71875j),0j
(0.5+47621.4609375j),0j
(0.5+47621.859375j),0j
(0.5+47622.3515625j),0j
(0.5+47622.9765625j),0j
(0.5+47623.96484375j),0j
(0.5+47624.77734375j),0j
(0.5+47625.51171875j),0j
(0.5+47626.07421875j),0j
(0.5+47627.1328125j),0j
(0.5+47627.72265625j),0j
(0.5+47627.9921875j),0j
(0.5+47629.125j),0j
(0.5+47629.80078125j),0j
(0.5+47630.65234375j),0j
(0.5+47630.9609375j),0j
(0.5+47631.7265625j),0j
(0.5+47632.3671875j),0j
(0.5+47632.984375j),0j
(0.5+47633.81640625j),0j
(0.5+47634.28515625j),0j
(0.5+47635.140625j),0j
(0.5+47636.3671875j),0j
(0.5+47637.30859375j),0j
(0.5+47637.37890625j),0j
(0.5+47638.31640625j),0j
(0.5+47638.6796875j),0j
(0.5+47639.20703125j),0j
(0.5+47640.1796875j),0j
(0.5+47641.0625j),0j
(0.5+47641.5390625j),0j
(0.5+47642.125j),0j
(0.5+47643.05078125j),0j
(0.5+47643.56640625j),0j
(0.5+47644.48046875j),0j
(0.5+47645.2421875j),0j
(0.5+47645.9609375j),0j
(0.5+47646.56640625j),0j
(0.5+47647.41015625j),0j
(0.5+47648.19140625j),0j
(0.5+47648.703125j),0j
(0.5+47649.546875j),0j
(0.5+47649.765625j),0j
(0.5+47650.67578125j),0j
(0.5+47651.140625j),0j
(0.5+47651.69921875j),0j
(0.5+47653.22265625j),0j
(0.5+47653.9609375j),0j
(0.5+47654.1953125j),0j
(0.5+47655.06640625j),0j
(0.5+47655.85546875j),0j
(0.5+47656.546875j),0j
(0.5+47657.1484375j),0j
(0.5+47657.4921875j),0j
(0.5+47658.5j),0j
(0.5+47659.40234375j),0j
(0.5+47659.671875j),0j
(0.5+47660.77734375j),0j
(0.5+47661.18359375j),0j
(0.5+47661.59375j),0j
(0.5+47662.65625j),0j
(0.5+47663.6875j),0j
(0.5+47664.40234375j),0j
(0.5+47664.9375j),0j
(0.5+47665.9609375j),0j
(0.5+47666.25j),0j
(0.5+47666.703125j),0j
(0.5+47667.58203125j),0j
(0.5+47668.20703125j),0j
(0.5+47668.83203125j),0j
(0.5+47669.81640625j),0j
(0.5+47670.14453125j),0j
(0.5+47671.14453125j),0j
(0.5+47672.30859375j),0j
(0.5+47672.765625j),0j
(0.5+47673.28515625j),0j
(0.5+47673.91015625j),0j
(0.5+47674.4921875j),0j
(0.5+47675.5859375j),0j
(0.5+47676.2890625j),0j
(0.5+47676.9765625j),0j
(0.5+47677.33984375j),0j
(0.5+47677.87109375j),0j
(0.5+47678.73046875j),0j
(0.5+47679.47265625j),0j
(0.5+47680.07421875j),0j
(0.5+47681.26953125j),0j
(0.5+47681.796875j),0j
(0.5+47682.91796875j),0j
(0.5+47683.2890625j),0j
(0.5+47683.6484375j),0j
(0.5+47684.65625j),0j
(0.5+47685.23828125j),0j
(0.5+47685.73046875j),0j
(0.5+47686.1875j),0j
(0.5+47687.578125j),0j
